KPI,Description
CUST_360_VAS_REVENUE_FINANCE_REV_W2,Business: Use this metric to evaluate the financial performance of VAS offerings for subscribers during the W2 period for revenue assurance.
CUST_360_VAS_REVENUE_FINANCE_REV_W2,Analytical: Measure the total finance-recognized VAS revenue for the W2 timeframe to segment customers based on their second-week spending behavior.
CUST_360_VAS_REVENUE_FINANCE_REV_W2,Synonymic: Total finance-recognized revenue from value-added services during the W2 week as captured in the billing and CRM records.
CUST_360_VAS_REVENUE_FINANCE_REV_W2,Short: What is the finance-recognized VAS revenue for the second most recent week (W2) in the subscriber profile?
CUST_360_TOP_3RD_FAVOURITE_COUNTRY_MTD,This Customer 360 field identifies the third most frequent IDD destination country for a subscriber during the current month-to-date period.
CUST_360_TOP_3RD_FAVOURITE_COUNTRY_MTD,Leverage this CRM data to identify the third most popular IDD country for a subscriber during the current month-to-date campaign.
CUST_360_TOP_3RD_FAVOURITE_COUNTRY_MTD,An analytical metric within the subscriber profile representing the third highest ranked country for IDD activity during the MTD timeframe.
CUST_360_TOP_3RD_FAVOURITE_COUNTRY_MTD,Identify the third most frequently contacted international country for a customer in the billing system for the current month-to-date.
CUST_360_TOP_3RD_FAVOURITE_COUNTRY_MTD,What is the customer's third favorite IDD country based on their Customer 360 usage records for the MTD period?
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_30D_MAX,This Customer 360 field captures the MAX finance-recognized IDD SMS revenue recorded for a subscriber over the last 30 days.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_30D_MAX,Identify high-value international texters by looking at the highest single IDD SMS revenue amount in the billing system over 30 days.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_30D_MAX,Use this metric to analyze peak spending behavior for international messaging by calculating the maximum IDD SMS revenue during the past 30 days.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_30D_MAX,Show me the peak finance-verified revenue from international SMS for each subscriber profile within the previous 30-day window.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_30D_MAX,What was the highest IDD SMS revenue recorded in the Customer 360 profile for this user over the last 30 days?
CUST_360_LOCAL_VOICE_REV_MTD,This Customer 360 field calculates the total local voice revenue accumulated during the current month to date period from billing records.
CUST_360_LOCAL_VOICE_REV_MTD,Identify high-value domestic callers by tracking their local voice revenue spend within the current month to date for campaign targeting.
CUST_360_LOCAL_VOICE_REV_MTD,Analyzes the subscriber's month to date local voice revenue to monitor ongoing usage patterns and spend levels in the CRM profile.
CUST_360_LOCAL_VOICE_REV_MTD,Show me the total amount spent on domestic calls for the current month to date from the CUST_360 subscriber profile.
CUST_360_LOCAL_VOICE_REV_MTD,What is the subscriber's total local voice revenue for the current MTD according to the telecom billing system?
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_W4,Total finance-recognized SMS roaming revenue for the fourth most recent week (W4) extracted from the Customer 360 subscriber profile.
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_W4,Tracking finance-validated revenue from SMS usage on roaming partner networks during Week 4 to monitor international subscriber spending patterns.
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_W4,Analytical metric representing finance-recognized SMS roaming revenue from Week 4 used for segmenting high-value international travelers in the CRM.
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_W4,What was the total finance-recognized roaming SMS revenue generated by this customer during the fourth week (W4) ago?
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_W4,Show me the finance-recognized SMS roaming revenue from the subscriber's usage during Week 4 in the Customer 360 table.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_M3,Total financial data revenue from roaming services recorded in the Customer 360 profile for the M3 (third most recent month) period.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_M3,Identify high-value international travelers by analyzing roaming data revenue from the billing system for the third most recent month (Month 3).
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_M3,This metric tracks the total roaming data revenue for subscribers during Month 3 to support long-term usage trend analysis in the CRM.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_M3,Show me the total revenue generated from roaming data usage for each subscriber during the third most recent month (M3) from the usage records.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_M3,What was the customer's total roaming data revenue in Month 3 according to the Customer 360 subscriber profile?
DATA_PAYG_REVENUE_W5,Total mobile data revenue from Pay-As-You-Go billing captured in the Customer 360 profile for the W5 period.
DATA_PAYG_REVENUE_W5,Identify high-value non-plan users by tracking total PAYG data spend over the last 5 weeks for targeted BSS marketing campaigns.
DATA_PAYG_REVENUE_W5,Sum of all pay-as-you-go data usage charges recorded in the subscriber profile during the rolling W5 window.
DATA_PAYG_REVENUE_W5,Query the billing system for the total revenue generated by pay-as-you-go data usage during the W5 timeframe.
DATA_PAYG_REVENUE_W5,What was the total PAYG data revenue over the last 5 weeks in the CRM?
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_30D_MAX,This Customer 360 field captures the maximum finance-recognized IDD revenue recorded for a subscriber over the last 30 days.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_30D_MAX,Identify high-value international callers by tracking the highest finance-recognized IDD revenue generated in the billing system during the past 30 days.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_30D_MAX,Use this metric to segment subscribers based on their peak 30-day IDD revenue performance as validated by finance-recognized revenue assurance records.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_30D_MAX,Show me the maximum finance-recognized revenue from international direct dialing services for each subscriber profile over the last 30 days.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_30D_MAX,What was the highest IDD revenue recognized by finance for this customer in the Customer 360 table during the last 30 days?
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_W7,This field in the Customer 360 profile stores the finance-recognized revenue from international SMS (IDD) specifically for the W7 Week 7 period.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_W7,Identify high-value international messaging users by tracking finance-validated IDD SMS revenue generated during the W7 Week 7 billing cycle for campaign targeting.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_W7,Analyze the financial contribution of international SMS traffic by measuring the total finance-recognized IDD SMS revenue recorded in W7 Week 7 usage data.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_W7,Show me the total finance-approved revenue from international text messages sent by subscribers during the W7 Week 7 window in the CRM.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_W7,What was the finance-recognized IDD SMS revenue for this subscriber during W7 Week 7 according to the revenue assurance records?
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_30D_60D,Technical data attribute in Customer 360 representing finance-recognized revenue from off-net voice calls between 30 and 60 days ago.
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_30D_60D,Telecom billing insight for campaign targeting based on finance-validated off-net voice revenue generated during the 30D to 60D period.
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_30D_60D,Metric used for revenue assurance to analyze finance-recognized off-net voice earnings from the historical 30 to 60 day window.
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_30D_60D,Search for the total finance-recognized revenue from off-net voice calls for a subscriber between 30 and 60 days ago.
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_30D_60D,Customer 360 finance-recognized off-net voice revenue for the 30D to 60D historical timeframe.
CUST_360_OLD_PLAN_COMMITMENT_START_DATE,This Customer 360 attribute captures the exact start date for the commitment period associated with a subscriber's previous telecom plan.
CUST_360_OLD_PLAN_COMMITMENT_START_DATE,Use the old plan commitment start date from the CRM to track when a customer's earlier contract period officially began.
CUST_360_OLD_PLAN_COMMITMENT_START_DATE,Calculate historical contract lengths by referencing the old plan commitment start date stored within the billing and revenue assurance systems.
CUST_360_OLD_PLAN_COMMITMENT_START_DATE,Retrieve the specific date that the commitment for the previous service plan started for users in the subscriber profile database.
CUST_360_OLD_PLAN_COMMITMENT_START_DATE,What is the start date of the old plan commitment period for this user in the Customer 360 analytics platform?
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_M1,"Total finance-recognized revenue for off-net voice calls during the M1 period, stored in the Customer 360 subscriber profile."
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_M1,Analyze finance-validated off-net voice revenue from the previous month (M1) to optimize telecom campaign targeting for high-usage subscribers.
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_M1,This metric measures the finance-recognized off-net voice revenue for each subscriber profile during the M1 window to monitor billing trends.
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_M1,Show me the total finance-recognized revenue from off-net voice calls for the last month (M1) within the BSS billing system.
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_M1,What was the customer's finance-recognized off-net voice revenue during the M1 period according to the Customer 360 analytics?
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_8W_AVG,Average finance-recognized IDD voice revenue per subscriber calculated over a rolling 8-week window within the Customer 360 billing profile.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_8W_AVG,Identify high-value international callers by analyzing their average finance-validated IDD voice revenue over the past 8 weeks for campaign targeting.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_8W_AVG,This metric tracks the 8-week average of finance-recognized revenue from international voice calls to monitor subscriber spending trends in the CRM.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_8W_AVG,Show me the average finance-recognized revenue for international direct dialing voice usage over the last 8 weeks from the subscriber profile.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_8W_AVG,What is the average 8-week finance-recognized IDD voice revenue for this customer according to the revenue assurance system?
CUST_360_CREDIT_LIMIT,The current maximum credit limit value within the Customer 360 profile indicates the highest spending threshold allowed by the billing system.
CUST_360_CREDIT_LIMIT,Manage subscriber risk by monitoring the current maximum credit limit in Customer 360 to ensure users stay within their assigned spending boundaries.
